variable ordering: c, dt, v, F0, F, dt0, L0, L, m0, u0, m, u
-.392465-1.08179*ii, .420464+.758935*ii, .463408+1.55943*ii, -1.04895-.430729*ii, .558553-1.00819*ii, .814024-.334051*ii, -.337332-.372172*ii, .411919-.293125*ii, -.976192-.116053*ii, -.299621+1.4164*ii, .001764-.969349*ii, 1.39138+.46878*ii
.0650498-.040572*ii, 1.43577+.646047*ii, .0682427-.0598181*ii, -.031294+.843645*ii, .579218-.260629*ii, -.045458-1.18083*ii, .0254772+.0369908*ii, .0159665-.0293767*ii, -.252755+.552598*ii, .737565+.784723*ii, -.509389-.629264*ii, .281009-.757895*ii
-.0315137+.031405*ii, 1.40009+.62524*ii, .0281606-.0443393*ii, -.12151+.792465*ii, .595485-.265927*ii, -.190363-1.23026*ii, .0222883+.0161422*ii, -.00099996+.0221964*ii, -.138051+.619506*ii, .661049+.813956*ii, -.548699-.556853*ii, .263898-.809385*ii
7.18169-19.2529*ii, -18.4037+8.64878*ii, 7.13962-19.1401*ii, 39.4195+8.70374*ii, -.0445073-.0209161*ii, .820014-.385203*ii, 1.85523+22.503*ii, -.217996-2.64493*ii, -.142866+.0724819*ii, 25.5331+.7561*ii, 3.20636-1.62736*ii, -1.13759-.033869*ii
.127967+.330848*ii, .391252+.457705*ii, -.309921-.426867*ii, -.575955-1.25233*ii, 1.0791-1.26238*ii, -.302251+.658104*ii, .127529+.0075194*ii, -.056336-.142191*ii, .131502-.141115*ii, .150049+.91679*ii, -.0606287-.148478*ii, -.925158+.626443*ii
-.625188-.404205*ii, -.6936-.820814*ii, .799467-1.74851*ii, .247174-.226906*ii, -.600615+.710774*ii, 2.19285+2.01317*ii, -.277698-1.06969*ii, -1.13507-2.83934*ii, -1.09275-.22422*ii, .204482-.618017*ii, .381117+.130065*ii, -.345925+1.76975*ii
10.4605-15.2899*ii, -18.7104+4.40505*ii, 10.3993-15.2004*ii, 29.3935+18.4072*ii, -.0506392-.0119221*ii, -.833642+.19657*ii, -6.93567+17.9496*ii, .815103-2.10981*ii, .109157+.124611*ii, 21.2714+9.15434*ii, 2.44879+2.79742*ii, .947963+.407576*ii
.289612+.295162*ii, 1.07656+.500382*ii, -.286265+.366432*ii, .524862-.198232*ii, .763863-.355041*ii, -1.66592-.629312*ii, .148087+.336655*ii, .258811+.487659*ii, .657347-.158226*ii, .420465+.760006*ii, -.444807+.0728356*ii, -.713179-1.09037*ii
.459472-.260582*ii, 1.83851+1.47654*ii, .686237-.313965*ii, .30306+.270151*ii, .330649-.26555*ii, 1.83515-1.63489*ii, -.207928+.609779*ii, -.586138-.317806*ii, -1.80936+.166144*ii, 1.07487+.713098*ii, -.444737-1.68554*ii, .918566-.981743*ii
-1.1348+.563461*ii, .496688+.416726*ii, .045143-1.23442*ii, .692269-.950864*ii, 1.18158-.991356*ii, -.500205-.686665*ii, .47724+.247872*ii, -.530092-.465468*ii, .665369+1.03139*ii, .608094+.336374*ii, -.682372-.64173*ii, -.667235-.619622*ii
21.8131-4.67449*ii, 8.12646-2.07293*ii, -20.6364+3.51252*ii, -.277252-.168533*ii, .115537+.0294716*ii, -2.6528+1.59783*ii, -26.3127+23.7652*ii, -7.2644+11.4271*ii, -8.09284-5.17344*ii, 1.22487+8.95143*ii, 16.9485+19.7326*ii, -1.38576-3.03475*ii
.361994-.143114*ii, .917192+.303879*ii, -.236238-.0988431*ii, .990301-.110939*ii, .982442-.325498*ii, -.99677-.11204*ii, -.188686+.0507485*ii, .181543-.0918828*ii, .22485-.186556*ii, .507792+.553515*ii, -.249037+.131106*ii, -.634443-.453369*ii
.582543-1.06483*ii, -.29576-.750444*ii, .504465+.415348*ii, .359211-1.03797*ii, -.454567+1.15339*ii, -.297648-.859896*ii, .544845+.091867*ii, -.611433-.129579*ii, -.829982-.171914*ii, -.566286-.034384*ii, -.741505-.121228*ii, -.636625-.065695*ii
1.54374+1.00849*ii, .479158+.304757*ii, -1.32586+.312164*ii, -1.12265+1.18607*ii, 1.4859-.945074*ii, .420869+.444284*ii, -.101967-.555193*ii, -.037751+.608735*ii, .673063-.441222*ii, -.071027+1.35692*ii, .506057-.549166*ii, -.43031+1.39968*ii
-1.88645-2.6291*ii, .052338-3.92103*ii, 1.30718+2.7614*ii, .222034-.366986*ii, .0034036+.254989*ii, 1.20174+1.99763*ii, -1.53932+3.4558*ii, -.273152-2.24543*ii, -1.92338+1.30824*ii, -.230768+.652606*ii, 3.90927-.165722*ii, -.0878128-.402035*ii
-.33032+.0369523*ii, .965549+.294206*ii, .0623132+.3877*ii, .616307-.169034*ii, .947693-.288765*ii, -1.50769-.413549*ii, .25633+.0404248*ii, .398831+.0515338*ii, .580237+.113689*ii, .347412+.634364*ii, -.372417-.0838824*ii, -.565441-.967055*ii
1.28124-.795723*ii, .304728-2.47051*ii, -1.42573+.528457*ii, -.354882+.522562*ii, .0491792+.398709*ii, -.885339-1.31052*ii, -1.08108-.499535*ii, -.729561+.201519*ii, .136409+.866551*ii, -1.18387+.27912*ii, -.734252+1.16925*ii, -.450528+.627891*ii
2.39762+.783582*ii, .458106-.689066*ii, .140542+1.01333*ii, -.578128-.992315*ii, .669087+1.00642*ii, .43823-.752007*ii, .821265-.730199*ii, -.820297+.820021*ii, -.886439-1.26764*ii, -1.52159+.291672*ii, -.770081-1.25278*ii, -1.57962+.400785*ii
2.60769-2.19312*ii, -.0449936-.12252*ii, 1.58403+3.6664*ii, -.915929+4.98367*ii, -2.64114+7.192*ii, .0356688+.193919*ii, -.258979-.213277*ii, .331575+.383667*ii, -2.53536-2.51354*ii, -.611934+.758579*ii, 1.93567+1.35586*ii, 1.10501-.972995*ii
-.374057-.904573*ii, -1.28925-.503145*ii, .239993+.893578*ii, -1.38908-.229963*ii, -.673123+.262693*ii, -.701428+.113742*ii, .178943+.300607*ii, -.1573-.0901293*ii, .20029+.205826*ii, -.472286+1.15109*ii, .132374+.543454*ii, .091353+.632274*ii
.930417-.754771*ii, -.192054-.686568*ii, -1.15819+1.11962*ii, 1.35514+.67261*ii, -.377865+1.35082*ii, -.590536+.29342*ii, -.161829+.356629*ii, -.349328-.0836437*ii, .460118-.93487*ii, -.0990271-.252039*ii, .899693+.677934*ii, -.211844+.133631*ii
.550548-1.09361*ii, -.208051-.550686*ii, -.108149+1.76752*ii, .724794+1.13223*ii, -.600366+1.5891*ii, -.400076+.625794*ii, -.232246-.388733*ii, .215482-.527324*ii, -.041129-1.18402*ii, -.287667+.138956*ii, .77176+.534843*ii, .357523+.186157*ii
.548345+.236149*ii, .82401-.037999*ii, -.641654-.224571*ii, -.646256+1.94552*ii, 1.211+.055845*ii, .153886+.460966*ii, -.0109734+.142441*ii, .0809871-.0171332*ii, .238677+.515317*ii, .693461+1.04061*ii, .952007-.15132*ii, -.478463+.560207*ii
1.13234+5.83674*ii, -.927312+1.73532*ii, -.038583-3.26242*ii, .242072+.547462*ii, -.239539-.448259*ii, .675935-1.52783*ii, -4.85682-1.11619*ii, -4.20805-.648288*ii, 1.6942-1.43221*ii, -.787941+2.2193*ii, -2.11487+1.53408*ii, .527438-1.92887*ii
.0468448+.284948*ii, .755916+.708209*ii, -.0397046-.353032*ii, -1.02257-.815733*ii, .704509-.660046*ii, -.596041+.474969*ii, .0804674+.0731282*ii, .0611938-.0499725*ii, -.126558-.0805611*ii, .289104+1.0546*ii, -.0834636+.186034*ii, -.798549+.098254*ii
.0146618+.46108*ii, .424369+1.34671*ii, -.0201335+.469301*ii, -1.65508+.627684*ii, .212854-.675477*ii, .525569+.202971*ii, -.0462098+.120187*ii, .0241004+.0448604*ii, -.0489618-.268095*ii, .462194+1.59048*ii, .448487-.515133*ii, .610997+.25187*ii
1.24027+1.0397*ii, -.603249-.411075*ii, -2.72899-.797385*ii, -.033165-.857721*ii, -1.13203+.771403*ii, -.044538+1.16243*ii, .628119-.695946*ii, -1.46752-.255303*ii, 1.37222-1.35238*ii, -.484464-1.25693*ii, .261784+1.18034*ii, -1.28719+1.71788*ii
10.7946+6.22801*ii, 16.4528+1.16965*ii, -10.7315-6.19152*ii, -5.12707+15.9075*ii, .0604744-.00429921*ii, -.730915-.053654*ii, -9.19675-6.22001*ii, 1.08029+.731148*ii, .0493835-.393829*ii, 4.90267+.702905*ii, -1.09101+8.86609*ii, -.217765-.0317334*ii
.312761+.586071*ii, .568635-.057519*ii, -.499734-.760708*ii, -.517443+1.73773*ii, 1.74079+.176085*ii, .157244+.527315*ii, .128623-.127745*ii, -.143165-.0974057*ii, .394854+.726502*ii, .515723+.987626*ii, .818205-.261054*ii, -.840649+.666322*ii
.356735+.0453517*ii, .866235+.317383*ii, -.156864-.287358*ii, .886156-.061987*ii, 1.01779-.372912*ii, -1.12211-.078893*ii, .198193+.0398427*ii, .246057-.0198534*ii, .41804-.104785*ii, .629197+.532796*ii, -.353232-.0125147*ii, -.917265-.411402*ii
-.595806-.402056*ii, .0073035+.479593*ii, -.939835+1.15972*ii, -.050458-.900994*ii, .031746-2.08462*ii, -.061864+1.10517*ii, .239993-.316084*ii, .603694-.687761*ii, .958025-.759069*ii, .29637+.459979*ii, .390705-.357602*ii, .606756+1.10744*ii
.93179+.514702*ii, -.482713-.535618*ii, .033176-2.26425*ii, -.554054+.252392*ii, -.928476+1.03024*ii, 1.49285+.6803*ii, .518593+.699659*ii, -1.71364-.990443*ii, -.677152+.150735*ii, .768983-.152537*ii, .299373+.0577885*ii, -1.46657+1.0153*ii
1.04908+.023635*ii, .0295406-.0914386*ii, 6.02506-5.73978*ii, 1.15922+.602116*ii, 3.19922+9.90274*ii, .678466-.352417*ii, .358863-.176292*ii, -3.01134-1.00637*ii, -5.82922+1.23588*ii, -.673076+.223611*ii, -.412085+.625379*ii, -5.06018-2.49757*ii
-.388594-1.24992*ii, -.143642+.0070824*ii, .576249+5.44239*ii, -.267616-1.67904*ii, -6.94488-.342425*ii, .092463-.580028*ii, -.379124+.054674*ii, .100243-1.55766*ii, -.078113-3.78565*ii, -.560148-.766732*ii, -.903144+.20954*ii, 3.53524-1.59403*ii
.459956-.543762*ii, -.187993+.756201*ii, .351495-.621957*ii, -1.71299-1.20237*ii, -.309616-1.24543*ii, -.390006+.275277*ii, -.0126612+.169314*ii, .0725712-.0746078*ii, -.551626-.101283*ii, .416782+1.52023*ii, -.789454+.463532*ii, -.415627+.871681*ii
-.8139+.301866*ii, -.9069-.750193*ii, -1.33913+.310126*ii, -.527911-.420276*ii, -.65468+.541555*ii, -1.15747+.920999*ii, .33069-.545745*ii, -.581538-.545987*ii, 1.62578-.171406*ii, -.663014-.245169*ii, .400054+1.23774*ii, -.47323+.751871*ii
.17141-.575419*ii, -.550934-.231323*ii, .083022+1.42919*ii, .010402-.747444*ii, -1.54307+.647893*ii, .018783+1.3357*ii, .384469+.108368*ii, -.122262-.88215*ii, -.078785-1.66245*ii, -.171213-.114925*ii, .695621+.265196*ii, -.0823426+.453586*ii
-.40945-.504126*ii, -.375938-.745492*ii, .831319-1.75206*ii, -.295218+.247808*ii, -.539298+1.06944*ii, 1.98458+1.66612*ii, .013942-.838883*ii, -.984363-2.40649*ii, -1.28808+.122671*ii, .35008-.404958*ii, .396986+.127338*ii, -.502852+1.58342*ii
-.393322+.0571178*ii, 1.34555+.57285*ii, -.367937+.401254*ii, -.252952+.418523*ii, .629156-.267856*ii, -1.05736-1.74755*ii, .257955+.312096*ii, .039187+.563628*ii, .414853+.923094*ii, .39558+.829739*ii, -.627279-.362706*ii, .228961-1.26327*ii
.145675+.612038*ii, .548265+2.1209*ii, .038869+.749237*ii, -.56573+.13607*ii, .114251-.441964*ii, 1.66673+.403253*ii, -.005565+.535274*ii, -.363288-.202678*ii, -.537689-1.20011*ii, .668461+1.11363*ii, 1.02897-1.32792*ii, 1.01546-.051075*ii
-.14104+.142056*ii, .815967+.341583*ii, -.14905-.0888579*ii, .829382-.248679*ii, 1.04279-.436538*ii, -1.1054-.331587*ii, .101491-.0550453*ii, .124398-.0853375*ii, .5486+.078047*ii, .396389+.521551*ii, -.411908-.103576*ii, -.585633-.622475*ii
2.00054+8.94663*ii, .607306-.178568*ii, -8.6971-12.6545*ii, .779414-.718393*ii, 1.51558+.445632*ii, -.692889-.638136*ii, 2.14497-3.72598*ii, -6.37605+.131139*ii, 6.56549+2.28793*ii, .552859-4.93438*ii, -3.58875+2.99186*ii, -6.71924+3.07313*ii
.165489+3.23106*ii, .211652+.267041*ii, -4.86131-.405789*ii, -.884884+1.36143*ii, 1.8229-2.29995*ii, .335317+.515835*ii, -.803994+.583574*ii, -1.54348+.913508*ii, 3.72082+.575081*ii, .062654+.752682*ii, 2.08151+.124102*ii, -.014651+1.36365*ii
2.01611+4.25283*ii, -.326586+2.29876*ii, -1.23839-2.14312*ii, -.0868563-.498886*ii, -.0605803-.426411*ii, .338565-1.94564*ii, -4.49341+1.24751*ii, -3.8767+.949322*ii, .726207-1.36093*ii, -.441409+2.51961*ii, -.803529+1.62586*ii, .442035-2.13035*ii
-.0160825+.0162398*ii, 1.39527+.612604*ii, .014592-.0228236*ii, -.111052+.804486*ii, .600876-.26382*ii, -.1697-1.21712*ii, -.0112296-.0082782*ii, -.00083537+.0111527*ii, -.148178+.60126*ii, .641481+.813696*ii, -.538339-.547553*ii, .287267-.784671*ii
-.17426+.0673782*ii, 1.31964+.549111*ii, -.172044+.147276*ii, -.21786+.686568*ii, .64594-.26878*ii, -.420649-1.32088*ii, -.0813335-.100088*ii, -.0222722+.122712*ii, .068809+.67104*ii, .412761+.832466*ii, -.57387-.392974*ii, .357453-.827243*ii
-.401108+.56472*ii, -.530259+.162515*ii, -1.83323+.759462*ii, -.201823-.608956*ii, -1.72394-.528358*ii, .489899-1.47757*ii, .317598+.433343*ii, -1.5046+.021385*ii, 1.34399-.092337*ii, -.259255-.345364*ii, -.304081-.371343*ii, 1.21168-.03198*ii
-1.93828-1.17966*ii, -4.79874+.449671*ii, 2.01874+1.38185*ii, -.101212-.440848*ii, -.206574-.0193572*ii, -.498263+2.14239*ii, -1.73355+1.71813*ii, -.463781-.982453*ii, .74071-.743045*ii, -.41942+3.08888*ii, 2.05809+1.0245*ii, 1.27666+.627605*ii
10.229+4.71728*ii, 14.985-.33051*ii, -10.1692-4.68966*ii, -3.20433+16.7919*ii, .0667011+.0014711*ii, .665008-.013828*ii, -8.3607-3.63642*ii, .982055+.427346*ii, .0446446+.30865*ii, 5.57814+.483996*ii, 1.0148+6.95389*ii, .247515+.0217905*ii
-2.10974+1.21735*ii, 1.73375-.257843*ii, -2.01108+1.61009*ii, -.706207+.663247*ii, .564303+.083923*ii, .752876+.703129*ii, 1.21832+.264814*ii, -.333117-.648115*ii, 1.4037+.630342*ii, -.009545-.843083*ii, 2.32616-1.20162*ii, .384293-.312825*ii
-.03785+.425741*ii, .428882+1.38024*ii, -.0818303+.430423*ii, -1.38892+.562022*ii, .205306-.660719*ii, .616164+.252619*ii, -.067814+.123974*ii, -.0223125-.0607194*ii, -.0440645-.335956*ii, .508393+1.44346*ii, .501285-.53807*ii, .661953+.242923*ii
.394889-.304743*ii, -.496024-.145368*ii, -1.51889+.755921*ii, .281838+.518097*ii, -1.85657+.544098*ii, .80914-1.48729*ii, .0665368+.41543*ii, -1.37278-.075006*ii, .552303-.210844*ii, -.044411-.394774*ii, -.0985804-.151174*ii, 1.29465+.131394*ii
1.47971-2.85258*ii, 2.3879+2.54159*ii, 1.48434-3.63901*ii, -.203917-.324945*ii, .196345-.208982*ii, -1.37968+2.20283*ii, -2.1136-3.54914*ii, 2.12205-2.18275*ii, -3.15163-1.32204*ii, 1.88586+1.08572*ii, -2.79038+3.63874*ii, -.425344+1.56511*ii
17.2651+11.4715*ii, 22.6362-3.21226*ii, -17.164-11.4043*ii, -5.76413+22.4015*ii, .043305+.00614534*ii, -1.00733+.142745*ii, -23.1045-11.0334*ii, -2.71511-1.29668*ii, .120819-.834693*ii, 3.18147+1.34248*ii, -2.71135+18.7579*ii, -.141562-.0597675*ii
-.451612+.293745*ii, -.582389-.123741*ii, -1.70942+.672765*ii, .21244+.464208*ii, -1.6429+.349069*ii, .814068-1.77866*ii, .077030+.5193*ii, -1.71607-.125225*ii, 1.13535+.295947*ii, -.170069-.432657*ii, .0125404-.3569*ii, 1.5091-.235274*ii
.477377+.406894*ii, .707454-.093992*ii, -.609124-.442307*ii, -.720463+1.86105*ii, 1.389+.184542*ii, .180774+.465682*ii, -.0502873+.146375*ii, -.106554-.0092974*ii, .243004+.644326*ii, .571251+1.07319*ii, .976448-.120167*ii, -.635632+.565806*ii
.188291+2.63488*ii, -2.93199+1.77492*ii, .525703-2.65622*ii, .123731+.37506*ii, -.249597-.151097*ii, .796759-2.40066*ii, 3.22462+.850725*ii, -2.22943+1.04226*ii, 2.30395+.714295*ii, 1.07929+.693521*ii, -1.7477-2.76195*ii, -.938194+.127293*ii
-.166485-.554891*ii, -.139508-.141515*ii, 2.13575+1.94786*ii, .235731+.985353*ii, -3.53282+3.58367*ii, .229309-.95866*ii, .284108-.0161774*ii, -.81259-1.1507*ii, -1.18561-1.53539*ii, -.246999-.411487*ii, -.389134+.0389626*ii, 1.08328-2.11983*ii
-23.4495-1.09489*ii, -8.73211+1.43975*ii, 22.1359+2.05899*ii, .274848+.157519*ii, -.111489-.0183823*ii, 2.75933-1.56291*ii, 34.4569-16.4512*ii, 10.157-9.83792*ii, 7.26457+7.11013*ii, 2.0614-8.19116*ii, -12.1906-25.615*ii, .31843+3.00985*ii
-1.62137-.150895*ii, -.372488+1.80969*ii, -1.23479-.311442*ii, -.009436+.806584*ii, -.109115-.530122*ii, .013376+1.2405*ii, -.087755+1.01288*ii, -.083919-.684346*ii, 1.23998+.112578*ii, 1.53352+.737722*ii, 1.76914+.555641*ii, 1.11132+.265615*ii
-.565754+.421552*ii, .0353679-.218561*ii, 2.6144-3.52154*ii, -.724046-.100983*ii, .721502+4.45863*ii, 1.35297-.18872*ii, -.341768+.337444*ii, -2.60564-1.39871*ii, -3.00409+1.43285*ii, -.260546+.253408*ii, .078493+.533691*ii, -1.96772-1.07564*ii
.191563-.567458*ii, -.419234+.0128988*ii, -1.57955+.965489*ii, -.508153-.582313*ii, -2.38305-.073321*ii, .84972-.973523*ii, .194016+.333334*ii, -1.15684-.260959*ii, .269664-.501496*ii, -.165283-.440092*ii, -.178845+.0466187*ii, 1.34006+.549414*ii
-2.51729+1.41808*ii, 3.60459+6.64486*ii, 2.65229-1.14766*ii, .274759-.0884956*ii, .0630755-.116276*ii, 3.2889+1.07649*ii, 4.91718-.861816*ii, 1.41628-1.79486*ii, -1.53567-1.69961*ii, 3.91244-.984442*ii, .113422-5.00252*ii, .991729-1.55799*ii
-17.732-14.2236*ii, -24.03+3.48989*ii, 17.6282+14.1403*ii, 6.68638-22.8453*ii, -.0407551-.00591889*ii, 1.06952-.155099*ii, 25.7022+15.1236*ii, 3.02043+1.7774*ii, -.233971+.938201*ii, -1.69174+.071003*ii, 5.25263-21.0813*ii, .075294-.0031444*ii
-10.9444-6.95106*ii, -16.6727+.00672*ii, 10.8804+6.91036*ii, 4.4638-17.668*ii, -.0599781-.00002419*ii, -.740798-.000663*ii, 9.85688+6.25778*ii, -1.15795-.735444*ii, .0233695-.381011*ii, -4.97605+.717844*ii, .51484-8.57587*ii, -.221136+.0316081*ii
-.800265+.226312*ii, -.093662-.709559*ii, -1.41287-.871072*ii, -.466003+.495039*ii, -.182845+1.38519*ii, -1.0067-1.0699*ii, .522019+.313854*ii, -1.2443+.101096*ii, 1.09067+1.54074*ii, -.134886-.275652*ii, -.007109+.919654*ii, -.555194-.297553*ii
.219654-1.65344*ii, -.843051-1.76465*ii, -.371275+1.67485*ii, 1.14843-.227115*ii, -.220422+.46138*ii, -.834825-.169448*ii, -.24613+.659057*ii, -.15521-.260792*ii, .251324-.0695133*ii, -.590448+.171077*ii, .474759+.364686*ii, -.0953072+.250226*ii
.462091+.162052*ii, 1.18989+.331422*ii, .114423+.463712*ii, .632467+.007416*ii, .779909-.217229*ii, -1.57964+.018009*ii, -.365957-.124322*ii, .494347+.0229413*ii, .308511-.596505*ii, .337977+.85015*ii, -.361881+.380474*ii, -.718722-.923315*ii
.523592-4.25003*ii, -.474602-.338369*ii, 3.30584+1.28651*ii, 1.00659-.884211*ii, -1.39695+.995961*ii, -.560416-.492162*ii, 1.19152-1.06239*ii, 1.65613-1.20147*ii, -2.65932-.845936*ii, .280145+.293103*ii, -2.13442-.447584*ii, .318719+.409378*ii
1.09442-.416497*ii, -.452266+.0944421*ii, .934347-.494927*ii, -3.99374+.763058*ii, -2.1187-.442428*ii, -.241968-.0456098*ii, .142861-.0273549*ii, .0771317+.0147248*ii, -.762714+.231786*ii, .505629+2.10185*ii, -1.15627+.948881*ii, -.179107+1.13811*ii
-.060548-.563997*ii, -.426092+.011077*ii, -1.5467+1.00689*ii, -.625242-.31012*ii, -2.34533-.060971*ii, 1.28203-.635779*ii, -.217338-.341335*ii, -1.14211-.731773*ii, .167403-.615775*ii, -.374782-.467304*ii, -.12242+.145394*ii, 1.80169+.893649*ii
-.033832-.513643*ii, .646363+.183232*ii, .041346-1.0111*ii, -.353519-.793981*ii, 1.43204-.405955*ii, -.467336+1.04934*ii, .276002+.101905*ii, .238933-.440474*ii, -.501239+.391671*ii, .519629+.730396*ii, .268452+.257583*ii, -1.36253+.701748*ii
-4.122-2.68332*ii, .564308-2.19164*ii, 1.78384+1.91623*ii, .082392+.501182*ii, .110179+.42791*ii, -.31983+1.94267*ii, 3.27958-3.58196*ii, 2.5848-3.37284*ii, .328713+1.21189*ii, -.270041-1.84385*ii, -.252769-1.42107*ii, .376311+1.5769*ii
-3.60485-2.83051*ii, .277064-1.3655*ii, .839277+2.30042*ii, -.042107-.752439*ii, .142717+.703375*ii, -.074533+1.32449*ii, 2.01608-2.28306*ii, 1.59916-2.43424*ii, -.29305+.813004*ii, -.847971-1.32936*ii, .427121-.800907*ii, .980598+1.13676*ii
.363432+1.86779*ii, 2.05574+5.03709*ii, -.323264-2.12081*ii, .328276+.0696139*ii, .0694546-.170182*ii, 2.90298-.612068*ii, 1.06337+2.55768*ii, -1.44765+.304059*ii, -1.14577-.869054*ii, 3.12958+.547368*ii, 1.19248-2.35207*ii, .598703-1.62581*ii
.197688+.748448*ii, -.119749-.100022*ii, 2.9298+2.85427*ii, .16961+1.20545*ii, -4.91898+4.10867*ii, .114278-.812385*ii, .314252-.0374586*ii, -1.03771-1.29655*ii, -.849505-2.88922*ii, -.413437-.482119*ii, -.551978-.15286*ii, 1.00539-3.18447*ii
.046607-.733992*ii, .530112+.183*ii, -.178317-1.46613*ii, -.091085-.99896*ii, 1.68553-.581861*ii, -.090234+.991224*ii, -.360039-.0556938*ii, -.057282-.64173*ii, -.776545+.513781*ii, .409625+.750634*ii, .176386+.494098*ii, -1.11957+1.02465*ii
1.89019-3.07816*ii, 2.45207+2.62169*ii, 1.90945-3.95766*ii, .190029+.322465*ii, .190291-.203454*ii, -1.35037+2.2966*ii, -2.25483-4.19246*ii, 2.46764-2.47406*ii, -3.3192-1.55831*ii, 2.17601+1.14496*ii, -3.28078+3.69407*ii, -.357349+1.78957*ii
-1.25356-.908382*ii, -.126234+.15669*ii, -2.21993+4.69106*ii, .68969+1.23942*ii, -3.11791-3.87014*ii, -.34241+.615295*ii, -.492684+.229407*ii, 1.56101-1.08166*ii, 3.13601-1.76084*ii, 1.0659+.297869*ii, .968449-.343965*ii, 3.85287+.39496*ii
-1.41793+.248254*ii, .89813-.109161*ii, 1.46282+.576229*ii, -.779012-.667147*ii, 1.09722+.133359*ii, -.740319+.632998*ii, -.447654+.538063*ii, .084365-.74888*ii, -.558938+.432883*ii, -.138526+1.3208*ii, .654938-.047581*ii, -.662727-1.26691*ii
-.66111+.320449*ii, 1.31676+.850157*ii, -.697677+.305216*ii, -1.52544-1.04894*ii, .536004-.346066*ii, -.443721+.301199*ii, .10051-.162147*ii, -.0342416-.0527705*ii, -.114498+.0518626*ii, -.147614+.631781*ii, .270203+.248885*ii, -.17929-.130905*ii
-.420122-.541301*ii, -.106799-.110382*ii, 3.64247+2.4339*ii, .466115+.911326*ii, -4.52728+4.67913*ii, .444256-.868621*ii, -.327308+.0620407*ii, -1.04299-1.83632*ii, -2.10122-2.25988*ii, -.4136-.37605*ii, -.443585+.198044*ii, 1.41135-3.25832*ii
-.064973-3.57704*ii, -4.15187+.213035*ii, -.207375+3.14658*ii, .448562+.146449*ii, -.240223-.012326*ii, -2.01987+.655173*ii, 1.22021+3.64869*ii, 1.08618+1.67922*ii, 1.28303-.234409*ii, .594673+2.39173*ii, 2.54498+.208348*ii, .610231+1.10104*ii
1.91048-.163438*ii, -.0451026+.121714*ii, -5.77075+5.89334*ii, 1.65954+.667248*ii, -2.67693-7.224*ii, -.518028+.208314*ii, .476186-.240656*ii, 2.13942+.818301*ii, 5.42641-3.41529*ii, .990567-.190275*ii, .260212-1.46769*ii, 3.47026+2.60435*ii
-.354197+.567598*ii, -.591927+.048229*ii, -1.81484+.679564*ii, .345873+.472657*ii, -1.67826-.13674*ii, 1.00711-1.37593*ii, -.211111-.527845*ii, -1.53924-.533074*ii, 1.39106-.278463*ii, -.344036-.540451*ii, -.39032-.302981*ii, 1.81977+.268088*ii
-.413945-.877095*ii, -.486635-.353383*ii, .627556+1.89354*ii, .646121+.646465*ii, -1.34543+.977025*ii, -.772275+.772543*ii, .49623+.178179*ii, .459495-.836261*ii, .451408-1.10948*ii, .242177+.140987*ii, .642209+.14987*ii, .321762-.394375*ii
1.26212-1.35613*ii, -.137545-1.78789*ii, .836422-.759849*ii, .088667-.696816*ii, -.042776+.556027*ii, -.179526-1.41262*ii, -1.07527-.773919*ii, -.889334-.576511*ii, -1.52205+.62545*ii, -.906231+.541255*ii, -1.95337+.691554*ii, -.697443+.464991*ii
.842529-1.28348*ii, -.183707-.897434*ii, -.013222-.646947*ii, -.126678+1.11415*ii, -.218924+1.06947*ii, -.100883-.885822*ii, -.612339-.308427*ii, -.569881-.352555*ii, -.716838+.748647*ii, .004637+.585253*ii, -.665651+.831315*ii, -.045858+.567772*ii
.449788-.729285*ii, -.118924-.820866*ii, -.995092+.301875*ii, -.581944+.723923*ii, -.172863+1.19318*ii, -.673419-.838602*ii, .456534-.0556978*ii, -.474299+.361334*ii, .271561+.653778*ii, -.37086+.176673*ii, -.075655+.540688*ii, -.297908+.441576*ii
.866953-.951822*ii, -1.19362+1.12401*ii, .916609-1.06574*ii, 1.04476-.799772*ii, -.444034-.418137*ii, -.600747-.45846*ii, .46589-.0885802*ii, -.0749845-.198648*ii, -.124062-.735222*ii, .866056+.835963*ii, -1.61766+.00583*ii, -.315168+.456595*ii
-.024746+.900267*ii, .808905+2.16791*ii, .040247-.890464*ii, -1.92438+1.20615*ii, .151079-.404901*ii, .36923+.245084*ii, .139614-.156522*ii, .010068-.0416608*ii, -.00338962-.026362*ii, 1.19047+1.59193*ii, .0665086-.121802*ii, .363596+.11288*ii
.493597+.815214*ii, -.0895457-.0728016*ii, 4.75488+3.95287*ii, .450545+1.26386*ii, -6.72341+5.4662*ii, .249912-.701084*ii, -.346276+.0709477*ii, -1.17433-1.94853*ii, -1.8914-4.38953*ii, -.600887-.446127*ii, -.739464+.049357*ii, 1.41923-4.61331*ii
