variable ordering: c, dt, v, F0, F, dt0, L0, L, m0, u0, m, u
1.00163e-17+8.40474e-18*ii, 1.19692-.522892*ii, -1.63497e-10+1.72242e-9*ii, 2.35753-.350166*ii, .701581+.306496*ii, -.499531+1.0262*ii, -.695883-4.18427*ii, 1.36604-1.79847*ii, .771617-1.43799*ii, 1.39959e-17+2.68247e-17*ii, .981473-.110329*ii, -3.43086e-17+3.8956e-17*ii
2.25224e-18-7.10116e-18*ii, -.29366-.199707*ii, -5.02107e-10-1.77117e-11*ii, -.694767+1.59058*ii, -2.32844+1.58348*ii, -.26524-1.01094*ii, -.183642-2.46335*ii, -.906621+2.98179*ii, .520053+.438767*ii, 3.67557e-17-1.30836e-17*ii, -.897026-.562571*ii, 3.14448e-18+4.20906e-18*ii
-2.83736e-18+1.68995e-18*ii, -.847223-.340229*ii, 6.5074e-10-2.27548e-9*ii, -.718972-.73564*ii, -1.01641+.408172*ii, -2.47619+1.38649*ii, 1.21083+1.74272*ii, -1.57564-.395972*ii, -3.26754+1.12117*ii, 7.74055e-18+1.22677e-17*ii, -.207046-2.22707*ii, 2.37643e-17-7.55409e-18*ii
2.39202e-18+1.1799e-19*ii, .508297+.229639*ii, -1.46305e-9-1.06994e-9*ii, -1.74565-.192865*ii, 1.63387-.738153*ii, -2.70431+1.44194*ii, -2.5618+.490388*ii, -2.04258-.67525*ii, -.910719+.614313*ii, 3.3082e-18+1.47478e-17*ii, 1.19043-2.78672*ii, -1.27074e-17-7.19358e-18*ii
4.00475e-17-3.35618e-17*ii, -.941846+.114107*ii, -2.62754e-9+4.91663e-9*ii, 1.61148-.017476*ii, -1.04639-.126772*ii, -.425026-1.19713*ii, -.771627+.163069*ii, .421787-.373828*ii, -.319044-.368118*ii, -2.30763e-17+4.72193e-17*ii, -1.15382+.431487*ii, -8.71562e-18+6.76355e-18*ii
1.65204e-17-7.11381e-18*ii, .62536-.651817*ii, -4.83712e-9+3.334e-11*ii, .605774+.711403*ii, .766428+.798854*ii, .489076+1.41295*ii, .43075+1.5174*ii, -1.23133+.490775*ii, -.138098+1.71965*ii, -2.41481e-17-1.92134e-18*ii, -.457438+1.39697*ii, -1.29937e-17+2.76044e-17*ii
7.10971e-18+6.0554e-19*ii, .744787-.776099*ii, -8.95977e-9+1.81551e-9*ii, -3.31017-.031981*ii, .643702+.670764*ii, -1.42741+.966173*ii, -2.31983+2.16683*ii, 1.79396-1.94479*ii, 3.81465-2.48838*ii, 6.64933e-18+2.88843e-17*ii, -3.0732-1.6076*ii, -5.31345e-17+2.63289e-18*ii
5.19785e-19-2.20409e-18*ii, .0041735+.102011*ii, -5.25891e-10-8.81968e-10*ii, -4.04782+.164191*ii, .40039-9.78647*ii, -2.58133-3.24411*ii, -.740888+.730995*ii, 4.63669+1.33254*ii, .239723-.850693*ii, 8.40124e-18-1.61786e-18*ii, 1.4102-9.98585*ii, 6.0206e-20-3.05716e-18*ii
-3.09386e-19+5.88685e-19*ii, -4.06609-2.14974*ii, -1.83299e-10-6.99251e-10*ii, -.871153-4.05694*ii, -.192209+.101621*ii, 5.54374-10.0835*ii, -4.0306-5.32827*ii, 9.43871+9.40698*ii, -6.38763+.036854*ii, 1.47734e-17-1.49792e-17*ii, 2.94989+1.80337*ii, 3.45913e-17+3.17711e-17*ii
1.87683e-17+2.43256e-18*ii, -.651434-.483086*ii, -6.15229e-10+2.19558e-9*ii, -.909892+2.32706*ii, -.990415+.734466*ii, -1.29139+1.83325*ii, -.292301+1.4753*ii, .686915+.190332*ii, -1.48826-.529356*ii, 1.3782e-18+1.10843e-17*ii, -.141024+2.47618*ii, -4.12674e-18+9.79426e-18*ii
-5.04875e-18-4.90801e-18*ii, -.429744+.133869*ii, 9.13387e-11-6.64489e-10*ii, 12.2073+2.46866*ii, -2.12114-.66075*ii, 6.70102+6.91296*ii, -4.76864-6.2352*ii, 1.4018+1.59161*ii, -8.6609+4.10378*ii, 1.04408e-18+3.76017e-19*ii, -7.41246-6.43678*ii, 7.12527e-18-4.55996e-18*ii
5.10994e-18+2.56178e-18*ii, -.243817-.0964959*ii, 2.10702e-10-1.22407e-10*ii, 4.78159+6.09795*ii, -3.546+1.4034*ii, .218779-1.24464*ii, 3.08946-1.26486*ii, -1.58157+2.7583*ii, 6.93189-1.00279*ii, 1.80664e-17+1.38116e-18*ii, .96013-3.15316*ii, 1.51252e-17+6.56001e-17*ii
1.07304e-17-9.38792e-18*ii, -.051748+.639811*ii, 1.4015e-9+2.94987e-9*ii, -.280113-.232004*ii, -.125591-1.5528*ii, -.119595-.55601*ii, -.023056-1.30437*ii, -.517756+1.47725*ii, 2.05467-.910088*ii, -1.81651e-17+2.0443e-19*ii, .238612+.453579*ii, 4.10388e-18-1.99893e-17*ii
2.0649e-17+1.6462e-16*ii, -.638208-.119201*ii, 1.97407e-8-1.46474e-8*ii, -1.18551+.353436*ii, -1.51407+.28279*ii, .215871-1.60851*ii, .571451-.469519*ii, .129026-.0890884*ii, -1.51743-2.31463*ii, 2.00349e-17+4.1335e-19*ii, 1.90196+.664573*ii, -2.36395e-17-1.48106e-17*ii
-6.93699e-18+3.55929e-18*ii, .635758+.066755*ii, 2.2886e-9+1.86401e-9*ii, -3.27905+1.34406*ii, 1.55577-.163357*ii, -3.48785+2.4556*ii, -1.18818+.792643*ii, -2.15145+1.08939*ii, -.748934-1.30776*ii, -6.19787e-18+1.06119e-17*ii, -2.30431-4.47937*ii, -2.98811e-18+9.50863e-18*ii
-4.90531e-17-4.61874e-17*ii, .645374-.3644*ii, 3.04995e-9+1.92305e-9*ii, 1.32627+.445155*ii, 1.17491+.663397*ii, -.583318+.079879*ii, 2.01745-.545003*ii, .103219+.248584*ii, -2.7767+1.22181*ii, 2.09766e-18-6.5367e-18*ii, .219509-.407981*ii, -6.89801e-17+5.63608e-17*ii
2.15581e-17-4.2717e-19*ii, .640707-.245527*ii, 2.8164e-11-3.45312e-9*ii, .69873-1.87365*ii, 1.36092+.521523*ii, -.474896+.987318*ii, .292829+.0810764*ii, .749181-.273885*ii, -.303023-.311239*ii, -1.00297e-16-3.40997e-17*ii, -.0644688-.213773*ii, 1.55469e-16-6.12102e-17*ii
1.00011e-18+7.56156e-19*ii, .0821465-.243441*ii, 5.95829e-11-4.46953e-11*ii, 9.17965+2.59247*ii, 1.24442+3.68785*ii, -.44621-12.6583*ii, 30.3928-13.5708*ii, 13.344+4.77804*ii, -7.95037+20.6394*ii, 1.28151e-18-2.43776e-18*ii, -17.8503-3.17037*ii, -1.87544e-18-1.017e-18*ii
8.74581e-18-1.90812e-18*ii, -2.99385-.95393*ii, -2.26961e-9-1.65692e-9*ii, -.005120-2.23246*ii, -.303233+.096619*ii, -.269371-1.09395*ii, -.883532+1.05306*ii, .001976-2.05326*ii, -.250751-1.22645*ii, 1.88805e-17+3.70389e-18*ii, 1.15652+1.34246*ii, 5.35086e-19+6.51054e-19*ii
1.29257e-17-1.80317e-17*ii, 1.01334+.14038*ii, 1.47268e-9-2.91772e-9*ii, .388195+1.25823*ii, .968257-.134135*ii, 1.47123-.259464*ii, -.780915+.552207*ii, .818115+1.02356*ii, 1.14619-.71753*ii, 2.89097e-17-2.39398e-17*ii, .318401-.0126905*ii, 4.64561e-18-4.37217e-17*ii
-1.16532e-17+1.87304e-18*ii, .728027-.016340*ii, -6.64173e-9+1.11417e-9*ii, -1.59603+.628992*ii, 1.37288+.030814*ii, -4.27298+2.45338*ii, .978741-.831499*ii, .908037+1.80951*ii, -1.56161+1.82769*ii, 1.09101e-17-1.13873e-17*ii, .496762+1.34276*ii, 1.6701e-17+4.38265e-17*ii
-2.40847e-18-1.79198e-17*ii, -5.41947+.039642*ii, 8.80804e-10+1.04617e-9*ii, -3.42506-1.267*ii, -.18451-.0013497*ii, 1.25164-1.41533*ii, -.817823+2.9599*ii, 1.37074-.06364*ii, -2.01638+5.14557*ii, -1.29558e-17-7.87296e-18*ii, -1.81741-1.79161*ii, 1.58202e-18-4.15929e-18*ii

component_4:
equations:
dt*F-1
m0*u0-m*u
-dt*u+dt0*u0
c^2*dt-2*c*L-dt*v^2
1.00016*c^2*F0^2-.999984*c^2*F^2-1.00003*v^2*F0^2
.999922*c^2*m0^2*u0-1.00019*c^2*u0*m^2+1.00029*v^2*u0*m^2
.999933*c^2*L0^2-.999994*c^2*L^2-.999986*v^2*L0^2
points:
-4.67478e-17-1.11894e-16*ii, .934375+.191169*ii, 2.2326e-17-3.57768e-18*ii, .205628+1.17287*ii, 1.02723-.210167*ii, -.427998+.886137*ii, .638918+.466535*ii, -.66134-.284809*ii, -.411564-.213518*ii, .224849-1.18066*ii, -.102631+.437475*ii, 1.12394+.524098*ii
-1.55762e-16-4.37255e-17*ii, -.852775+.571789*ii, -6.08033e-17+6.69497e-17*ii, -.070316-1.44716*ii, -.808955-.542408*ii, -.051734+.948651*ii, -2.32432-1.37844*ii, -.249296+.80442*ii, -.0646038-.366891*ii, .476903-1.3625*ii, .274828-.294202*ii, -.742021-1.11071*ii
2.94467e-17-7.42978e-17*ii, 1.02172+2.01321*ii, 0, -1.64842-1.49473*ii, .200457-.394984*ii, 1.27399+.490793*ii, -3.71118-.023711*ii, .537355+.016778*ii, -.775314-.703274*ii, -.35384-2.63473*ii, -.173912-1.72221*ii, -1.22555-1.04037*ii
-5.37351e-17-7.36189e-17*ii, -1.42995+.896963*ii, -3.95907e-17+6.55708e-17*ii, 1.32621+1.15966*ii, -.50186-.3148*ii, .553061+.31476*ii, 1.16799+1.28334*ii, .114802+.171108*ii, .709922-.804359*ii, -.330161-.354707*ii, .987888+2.66882*ii, -.0588625+.172942*ii
-9.8024e-17-1.75033e-16*ii, -.417055+.0458591*ii, 8.31441e-17+9.71427e-17*ii, -.712348-1.19662*ii, -2.36912-.260507*ii, -1.26395-1.31159*ii, -1.76267+.118469*ii, -.525672+.090051*ii, -.289675-.272403*ii, -.299808+.487362*ii, -.0904414+.0144778*ii, -2.47018+.262549*ii
-6.80706e-17-4.1635e-17*ii, 1.04146+1.81229*ii, -3.78351e-17+2.36265e-17*ii, 1.4257+.464869*ii, .238373-.414804*ii, .445795-1.23748*ii, 2.15703+.449821*ii, -.077627-1.105*ii, -.482198-1.33219*ii, -.573533-.224249*ii, 2.11013+.785014*ii, .125838+.366519*ii
-3.90243e-17-2.20113e-16*ii, -.0083174+.439045*ii, 2.57248e-9+2.01202e-9*ii, 3.08137+1.33695*ii, -.043133-2.27686*ii, -4.31645+.469214*ii, -2.70288+.180638*ii, -.863524+.839262*ii, 2.9642+3.89943*ii, .168534-.447521*ii, .429225-.247329*ii, 4.60058+1.09151*ii
-1.2255e-15-1.77e-16*ii, 1.23444+.497915*ii, -6.47239e-9-2.1848e-9*ii, .568199+2.05925*ii, .696729-.281027*ii, -1.77141+.109485*ii, -.0542265-.0299786*ii, 1.15318-.29722*ii, 2.05541-2.56885*ii, -.852048+.076055*ii, -2.22087+1.07515*ii, .981713-.580683*ii
-3.46644e-17+3.02486e-17*ii, -.166906+.173301*ii, -5.31704e-10-1.32218e-9*ii, -3.49082+2.70981*ii, -2.88311-2.99359*ii, 2.44884-2.6273*ii, 5.92348-.812753*ii, -2.89508+4.07743*ii, -.287785+3.93886*ii, -.501956-.064439*ii, .023589-.263518*ii, 7.50759+.839314*ii
-4.50403e-17+8.09698e-17*ii, .839336+.328269*ii, 7.52509e-10-2.73185e-9*ii, -.596192-2.81622*ii, 1.03335-.404149*ii, -.675212-.444543*ii, .65908-.723227*ii, -.714314-1.37647*ii, .600877-.226738*ii, -.138032+.545534*ii, -.602691+.386519*ii, .222841-.452907*ii
-2.2085e-18-2.7133e-16*ii, .413078-.0165102*ii, -3.97959e-9-3.49216e-9*ii, .526915+.435209*ii, 2.41699+.096604*ii, -1.51026+.911201*ii, 1.98054+1.02042*ii, -1.26173+1.87295*ii, -.742177-2.50884*ii, -.660885+.269315*ii, -.131007+.599048*ii, 1.91675-2.36587*ii
-5.05493e-17-2.41026e-17*ii, -.747838-1.73945*ii, 2.84161e-9-2.88485e-9*ii, -.52245+.190942*ii, -.208606+.48521*ii, -.965199-.274847*ii, -.06255+1.8699*ii, -.557582+2.23572*ii, .299923+.103079*ii, .418288+.316861*ii, .206525+.561566*ii, .27023-.0658571*ii
-2.42241e-16+2.80945e-16*ii, 3.1831-1.039*ii, -8.35372e-10+2.24195e-9*ii, -1.0176+2.06284*ii, .283911+.0926715*ii, 1.97406-2.46983*ii, -1.5191+.182848*ii, -.063259-.935639*ii, -.664213-2.16475*ii, -.39543+.579125*ii, .67026-2.30241*ii, -.011983+.662066*ii
5.73296e-19-2.01593e-18*ii, .0720256-.327036*ii, -4.85105e-9+2.32998e-9*ii, -.945631+.839633*ii, .642283+2.91632*ii, -.355705+.0413494*ii, -1.89673-1.43069*ii, 2.21686+1.68807*ii, .409432+.624625*ii, -.493778-.449245*ii, -.677092+.171244*ii, -.281739+.655916*ii
-3.32275e-17+4.54463e-18*ii, .308062+.368809*ii, 3.31753e-9-9.74684e-10*ii, -1.70619+.960983*ii, 1.33405-1.59711*ii, .0415161-.352005*ii, -.592492-.395701*ii, 1.39224+.890482*ii, -.230721-.988018*ii, .685412+.285956*ii, 1.18816+.693131*ii, -.194129-.512236*ii
1.27493e-16-9.54829e-17*ii, -.861114-.288714*ii, 6.49704e-11+5.80377e-10*ii, 5.10908+1.16074*ii, -1.04393+.35001*ii, -2.55292-4.13541*ii, -1.6171-.570854*ii, 2.01941-.744372*ii, -1.88733-5.24363*ii, -.246243+.126436*ii, -.898021-.527464*ii, -1.44554-.323055*ii
6.99875e-17-2.40785e-17*ii, .990002+.482629*ii, 3.26046e-9-3.42679e-9*ii, .214865-.0686545*ii, .816137-.397869*ii, -1.59665+.433583*ii, 1.14312-.924491*ii, -1.14347-.628341*ii, -.413253+1.22028*ii, .260916+.454343*ii, .741932-.430239*ii, -.744387-.255592*ii
-5.54293e-16-3.75533e-16*ii, -.567932-.509568*ii, 1.01439e-9-2.25948e-9*ii, -.751573+1.37619*ii, -.975483+.875237*ii, -.127427-.338417*ii, 1.25407+.171147*ii, -.594713-1.23799*ii, -.183291+1.75386*ii, -2.46259-2.43859*ii, 1.36378+3.46198*ii, -.502462-1.56372*ii
-2.63633e-16+7.29174e-17*ii, -.0879561-.195955*ii, 1.20986e-9-1.35989e-9*ii, 2.3774-2.76746*ii, -1.90651+4.24746*ii, .0681281-.0464304*ii, 2.57189-1.46483*ii, 5.31456-1.22204*ii, 1.60043-.994697*ii, -4.17938-.325672*ii, -1.81994-4.5594*ii, -.158304-1.60128*ii
-2.48199e-16+3.74893e-16*ii, 1.1799-.407289*ii, -7.06101e-9+7.50874e-9*ii, .924737-.249886*ii, .757292+.261409*ii, 1.23651+1.73539*ii, -.171933+1.18908*ii, .429821+.402041*ii, -.55119+.909282*ii, 1.08264+.784507*ii, .419596+.460326*ii, -.761928+2.15147*ii
-3.56309e-16+3.10383e-17*ii, -.050571-1.82536*ii, -1.70627e-9+1.02194e-9*ii, 1.05268-1.97896*ii, -.015166+.547417*ii, .882903+.203008*ii, -2.79635+2.33723*ii, -1.58231-.695002*ii, -2.45507+.354244*ii, .266343-3.08772*ii, 1.93321+4.61094*ii, 1.44967+.512391*ii
-4.46645e-16-3.64767e-16*ii, 2.12419-2.23795*ii, 4.25476e-9+5.87922e-9*ii, -.49335-.458401*ii, .223115+.235064*ii, 5.79128-.173883*ii, 1.46218-.770177*ii, -1.38936+5.5799*ii, 2.42718+4.90514*ii, -3.03457-1.66269*ii, 2.75744+.944009*ii, -1.84613-6.22965*ii
8.78e-17-1.17951e-17*ii, -.956545+.034953*ii, -1.26147e-9+1.12049e-9*ii, -.96646+13.4866*ii, -1.04404-.03815*ii, 3.92651-4.40241*ii, -9.66962-7.24692*ii, -9.41898+4.09023*ii, 9.92042+3.23314*ii, -.655826+1.2316*ii, -.736092-1.52463*ii, -2.67763-8.1718*ii
1.03461e-16+8.48347e-17*ii, .365597+.19725*ii, -1.83903e-9-4.42554e-9*ii, 1.23174-1.00373*ii, 2.11856-1.14302*ii, -.629099-.271146*ii, 2.5691-.719728*ii, 2.29158-1.34612*ii, -.718553+2.46619*ii, .62972-1.06429*ii, .565224-1.45153*ii, -.880511+1.83939*ii
-7.26957e-18+4.93796e-18*ii, .0526483-.0182736*ii, -4.00612e-10+3.80045e-10*ii, 4.52316+5.25369*ii, 16.9518+5.88377*ii, 6.62879+7.98643*ii, -19.0437-2.20317*ii, -.01559+16.7959*ii, -3.19651-.158942*ii, -.0174947+.0130541*ii, -.00682436+.0157715*ii, -3.42024-2.19736*ii
3.05538e-17+2.32434e-17*ii, .0507522+.0514642*ii, -8.54536e-10-7.62368e-10*ii, -12.6382+2.36021*ii, 9.71456-9.85084*ii, 2.24015-.099198*ii, -.261618-3.02433*ii, 5.22661-1.71226*ii, -1.16725-9.84588*ii, -.0303612+.278629*ii, .210402-.240564*ii, 5.78606+6.49052*ii
6.5675e-17-1.868e-17*ii, .644626+.288873*ii, -2.10772e-9+1.17416e-10*ii, -.392744-.549014*ii, 1.29186-.578915*ii, .79699-.281727*ii, .42843-.815804*ii, 2.80359+2.46396*ii, -3.06048-1.0872*ii, -.209237-1.59693*ii, -1.22527-2.42176*ii, -1.49931-1.21105*ii
1.38774e-16-3.23273e-16*ii, .985498-1.45614*ii, 1.14069e-9+2.48936e-9*ii, -.928483+.010808*ii, .31877+.471006*ii, -1.50995-2.80428*ii, .760566+4.42686*ii, -1.36004+.86072*ii, -3.36422-4.20971*ii, -.110341-1.15094*ii, 1.1986-2.72282*ii, -1.94003-.789111*ii
4.43752e-16+2.79959e-16*ii, -.117063-.452654*ii, -1.16692e-9+1.64168e-9*ii, .151593-1.43714*ii, -.535515+2.0707*ii, .447977+.0668756*ii, -1.17598+3.02968*ii, -.217222+1.97195*ii, -1.36921-1.65056*ii, 2.21138-2.04083*ii, -1.01642+1.96656*ii, .9833+2.74435*ii
3.0188e-17+8.82311e-16*ii, -1.08051-.775592*ii, 3.31136e-9+6.10759e-9*ii, .44344+.132143*ii, -.610787+.438422*ii, -.166539+.554396*ii, -.167343-.451956*ii, .267472+.171378*ii, .0641221-.149636*ii, .279903+1.75154*ii, .277333+.251002*ii, .681429-.362779*ii
-6.46635e-17-3.7572e-16*ii, 1.15271+.149299*ii, -2.28216e-9+1.93089e-9*ii, 1.2046-.689739*ii, .853207-.110507*ii, -.233777+.546427*ii, 3.96144-.617312*ii, .95939+.1023*ii, -.940739+.84723*ii, .172612+2.34362*ii, 2.09487+1.31977*ii, -1.17718-.241008*ii
7.69628e-16-1.17291e-16*ii, .117064+.65306*ii, 5.84696e-9+1.77412e-9*ii, -1.18971+.581511*ii, .26594-1.48358*ii, .223239+.962953*ii, -.635915-1.23287*ii, 1.68039-.257333*ii, -.020486+2.4195*ii, .1901+1.8087*ii, -.095596+1.62119*ii, .418709+2.67705*ii
5.35885e-17-6.49045e-17*ii, 1.26928+1.56284*ii, -6.71071e-9-4.22169e-9*ii, .041561-1.66154*ii, .31313-.385549*ii, -3.66231-.569328*ii, -1.37729+2.00261*ii, -.513737-1.72613*ii, -.0233955+.0715961*ii, 1.27037+.725783*ii, .0354977-.0203484*ii, -2.63111+.575672*ii
2.64368e-17+1.42691e-17*ii, -.0806323-.30861*ii, -1.54662e-9-1.78018e-9*ii, 1.05455-6.01281*ii, -.792521+3.03327*ii, -.0056804-.212617*ii, 1.82959+1.32491*ii, -3.87571-.092815*ii, .419212-.965447*ii, -1.90771-1.15316*ii, .283827-1.55272*ii, -1.06448-1.03748*ii
3.41205e-16+2.15428e-16*ii, .692225+1.30163*ii, -1.18535e-8-5.11883e-9*ii, -.195569-.785253*ii, .318497-.598887*ii, .865099+3.87814*ii, -.295197+1.47542*ii, .116959-1.29778*ii, -2.89034+1.921*ii, -.838739+.097145*ii, -.844108+.972361*ii, -2.24879-.34905*ii
-4.16791e-17+1.97336e-16*ii, -.948469-1.03203*ii, -1.56869e-9-1.57729e-9*ii, 1.52163-2.63844*ii, -.482759+.525292*ii, -2.083+.360486*ii, -1.05791-2.01395*ii, 1.95251+1.41986*ii, .067447-1.15011*ii, 1.20103-1.7878*ii, .665456-.375109*ii, -1.28699-2.98241*ii
-1.65049e-16+2.87514e-16*ii, -.675714+.507717*ii, 6.29668e-9-8.17651e-9*ii, -.829728+.822418*ii, -.945893-.710724*ii, .150783+.44321*ii, -.304913+.0633549*ii, 1.22459+.349802*ii, -.122098+.444402*ii, -.586161-1.35745*ii, -.831075+.040196*ii, -.815593+.074561*ii
-1.39482e-16+1.12081e-16*ii, -.565694+.939632*ii, 6.5893e-11+1.25732e-9*ii, -3.32592-4.24825*ii, -.470268-.781127*ii, 1.67274-.058498*ii, .033491-3.24038*ii, -.183852+3.75481*ii, .147528+4.57581*ii, -1.23093-.621926*ii, -2.56592-1.55433*ii, .229029+2.09214*ii
-2.71432e-17-3.52208e-17*ii, -.089471-.377124*ii, -1.95373e-9+3.77803e-9*ii, 1.12988-1.3429*ii, -.595569+2.51035*ii, 1.03511+.567091*ii, -.302077+2.77689*ii, .808006+1.90863*ii, -3.37655-.111723*ii, -.0246803+.255874*ii, .715619+.847789*ii, -.528114-.577797*ii
1.3607e-17-5.3464e-19*ii, -1.84779+.100664*ii, -7.98323e-9+3.87658e-9*ii, 1.5077+.547078*ii, -.539587-.029396*ii, 2.69113+.958417*ii, 3.65429+3.17766*ii, 2.02238+2.60768*ii, -.765813-.451277*ii, -.20756+.62884*ii, .570495+.078034*ii, .6705-.771661*ii
3.45837e-16+1.15957e-16*ii, .433785+.463637*ii, 3.07806e-9-1.85656e-9*ii, -2.59615-2.73529*ii, 1.07605-1.1501*ii, -.612943+1.45565*ii, .722543+.341898*ii, -.804392-.623113*ii, 2.15703-3.00958*ii, -1.43114+.279465*ii, -.750974-1.28515*ii, -2.08676-2.967*ii
-2.75628e-17-4.9253e-17*ii, -.924335+6.1175*ii, -1.36648e-9+3.6936e-11*ii, .465365-1.4429*ii, -.0241478-.159817*ii, .151516-.441165*ii, .590492-1.76306*ii, -1.34523-.774131*ii, .0370343-.245528*ii, 1.36202-2.99954*ii, .102585+3.29184*ii, -.141692+.203988*ii
1.21652e-16-1.34829e-16*ii, -1.13122-2.12235*ii, -7.45781e-9+1.14185e-8*ii, .951377+.250401*ii, -.195576+.366932*ii, 2.18664+.632475*ii, -.792552+.128738*ii, 1.08748+.221304*ii, .295823+1.52698*ii, -1.32106-1.19743*ii, .938953-1.34867*ii, 1.68418-.106555*ii
1.07129e-16-2.36531e-16*ii, -.539689+.012969*ii, 2.52317e-9-2.56022e-9*ii, .97289-1.12657*ii, -1.85185-.044499*ii, -.534253-.377145*ii, -1.00507-2.31652*ii, -.554056-.965219*ii, .502347-.443787*ii, -.362691+1.52446*ii, .114532-.541348*ii, -1.4537+1.22072*ii
7.14912e-16-3.35023e-16*ii, .0665978-.159726*ii, 1.14121e-9-2.26656e-10*ii, -2.9025+3.06945*ii, 2.22381+5.33351*ii, .0377505-.10728*ii, 2.44346-4.0992*ii, 8.39652-.97331*ii, -5.65949-3.93549*ii, 3.58774-13.6479*ii, -8.25871-6.46665*ii, 1.84595-9.0883*ii
-1.09885e-16-4.1973e-18*ii, -2.06512-.309769*ii, -1.54549e-9+1.8071e-9*ii, -.555178+.938508*ii, -.473578+.071037*ii, .824108+.655731*ii, -3.40452+3.79037*ii, -1.69759+.856074*ii, .725025-.318353*ii, 1.82574-3.01808*ii, -.929863+1.26511*ii, -1.55814+.858399*ii
-4.64371e-17+7.6302e-17*ii, .574086-.103851*ii, 8.22273e-9-9.2362e-10*ii, .620028+.609106*ii, 1.6867+.30512*ii, -.394313+.0625961*ii, -.980966+2.14844*ii, -.458222+.597045*ii, .6053-.12553*ii, .103017+.237378*ii, -.880339+.202427*ii, -.0669858-.163929*ii
-3.94018e-17-3.99076e-16*ii, -.592846+.568377*ii, -4.33387e-9-1.13582e-9*ii, .403579+2.06025*ii, -.878917-.842641*ii, -.910107+.349335*ii, -3.81421-.330099*ii, -1.13627+1.99881*ii, .666453+3.34855*ii, 1.06857-3.31154*ii, 1.61057+2.38324*ii, 2.69214-3.13234*ii
1.72511e-16-3.35629e-16*ii, .470416+.189156*ii, -1.61008e-9+5.57933e-10*ii, -6.65526-1.49523*ii, 1.82991-.735811*ii, -.175589-.898642*ii, -1.58302+.589828*ii, .465221-2.24495*ii, -6.51144+4.46779*ii, -.224412+.800474*ii, -.114058-4.37128*ii, 1.4334-.446462*ii
5.34938e-16+7.70843e-16*ii, -1.35175-.302377*ii, 5.35418e-9-1.10609e-9*ii, -1.63788-1.21763*ii, -.704529+.157598*ii, 1.46241-1.26221*ii, .451484+.810319*ii, -.483843-1.39837*ii, 1.97976-1.35516*ii, 1.67328-1.04578*ii, -1.62639-.560482*ii, -.220148+2.7431*ii
-7.12063e-17+4.54085e-17*ii, .367405-.145113*ii, -1.95621e-9+1.74376e-9*ii, -4.18005+.171836*ii, 2.3545+.92995*ii, .828767+3.94248*ii, 3.66511+.655969*ii, -1.59629+1.84009*ii, .015855+1.73044*ii, .159533-.102253*ii, .166999-.0300654*ii, .754382+1.77919*ii
6.1702e-17-7.78405e-17*ii, -.644535-.087271*ii, 3.40167e-10-3.50908e-9*ii, .362237+.728549*ii, -1.52357+.206294*ii, -.806943-.787912*ii, -2.39213-3.22321*ii, -2.17329-.904933*ii, -.823794-2.11624*ii, .350809+1.14629*ii, -1.10913-.696436*ii, -.696913+1.95833*ii
-3.2378e-16-8.1179e-18*ii, .933968+1.13169*ii, -3.46608e-9-7.75889e-9*ii, 2.51232+1.03697*ii, .433795-.525629*ii, 1.7181+.312096*ii, .700748-1.37058*ii, .512114+.638507*ii, .087183-.748946*ii, 2.16281+.291131*ii, .461946-.433618*ii, 2.19026-1.39565*ii
7.60485e-17+2.15542e-16*ii, .188644+.134371*ii, 7.02686e-9-2.47252e-9*ii, 1.75425-.075034*ii, 3.51671-2.50495*ii, .288258-.380488*ii, 1.75812-2.12892*ii, 3.1597-.911824*ii, 3.53411+1.43203*ii, 1.38147-1.52597*ii, -.644082+1.73442*ii, -3.05997-2.93852*ii
-1.22653e-17+2.63561e-17*ii, .541779-.930438*ii, -5.61659e-10-1.97621e-9*ii, 1.3036+2.96136*ii, .467357+.802628*ii, 1.85238-1.96899*ii, -3.3293+4.40414*ii, -.169119-1.76416*ii, .864793-.263829*ii, .118373-.392981*ii, .311831-.180083*ii, .512196-.894202*ii
-2.49726e-17-1.67959e-16*ii, -.002483-.511144*ii, -4.47377e-9+6.496e-10*ii, -.508782-2.24718*ii, -.009504+1.95635*ii, -.725143-.410148*ii, -.386186+1.71566*ii, -1.2512-.289178*ii, .796143-.544643*ii, 1.0243+.614394*ii, .532609+.258077*ii, 1.69815-.951891*ii
1.78598e-17-2.00627e-18*ii, 1.12947-.19668*ii, 1.15344e-9-1.66399e-10*ii, -5.77652+6.52348*ii, .859316+.149637*ii, -5.63612-.351911*ii, .577077-3.02415*ii, -6.7097-3.21265*ii, -2.9722-4.41905*ii, .230509+.180006*ii, .795548+.732178*ii, -.898019-1.12644*ii
-9.23867e-17-4.9476e-18*ii, -.246803+.167187*ii, 1.47664e-9+1.29647e-10*ii, 1.29056-3.28648*ii, -2.77733-1.8814*ii, -1.16623-5.24358*ii, -1.21095+5.9383*ii, 3.07856+1.93095*ii, -4.79669+.953458*ii, -.137967+.02039*ii, .147087+.228083*ii, .572521-2.44707*ii
8.85214e-18+2.69205e-17*ii, .537786+3.2022*ii, -2.06884e-9+7.28287e-10*ii, -2.57887-.338493*ii, .0510075-.303719*ii, 1.6121-.03786*ii, -2.29022-3.01955*ii, .21539+1.14471*ii, -.473588+.156685*ii, -.864959-1.42697*ii, -.448105-.898966*ii, -.762615+.324247*ii
